m,effs
3990.0,0.8441926882873325
3995.0,0.8443004368514222
4000.0,0.8444080476543347
4005.0,0.8445155210415245
4010.0,0.844622857357157
4015.0,0.8447300569441136
4020.0,0.8448371201439984
4025.0,0.8449440472971452
4030.0,0.8450508387426234
4035.0,0.8451574948182436
4040.0,0.8452640158605651
4045.0,0.8453704022049
4050.0,0.8454766541853225
4055.0,0.8455827721346716
4060.0,0.8456887563845594
4065.0,0.8457946072653755
4070.0,0.8459003251062951
4075.0,0.8460059102352835
4080.0,0.8461113629791011
4085.0,0.8462166836633109
4090.0,0.8463218726122848
4095.0,0.8464269301492067
4100.0,0.8465318565960809
4105.0,0.846636652273737
4110.0,0.8467413175018352
4115.0,0.8468458525988716
4120.0,0.8469502578821859
4125.0,0.847054533667964
4130.0,0.8471586802712459
4135.0,0.8472626980059306
4140.0,0.8473665871847809
4145.0,0.8474703481194288
4150.0,0.8475739811203828
4155.0,0.8476774864970316
4160.0,0.8477808645576488
4165.0,0.8478841156094004
4170.0,0.8479872399583481
4175.0,0.8480902379094566
4180.0,0.8481931097665956
4185.0,0.8482958558325495
4190.0,0.848398476409018
4195.0,0.848500971796625
4200.0,0.8486033422949202
4205.0,0.848705588202388
4210.0,0.848807709816449
4215.0,0.8489097074334677
4220.0,0.8490115813487558
4225.0,0.8491133318565778
4230.0,0.8492149592501561
4235.0,0.8493164638216757
4240.0,0.8494178458622881
4245.0,0.8495191056621185
4250.0,0.8496202435102687
4255.0,0.8497212596948218
4260.0,0.8498221545028488
4265.0,0.8499229282204102
4270.0,0.8500235811325645
4275.0,0.8501241135233699
4280.0,0.8502245256758907
4285.0,0.8503248178722007
4290.0,0.8504249903933885
4295.0,0.8505250435195615
4300.0,0.850624977529852
4305.0,0.8507247927024189
4310.0,0.8508244893144559
4315.0,0.8509240676421919
4320.0,0.8510235279608995
4325.0,0.8511228705448954
4330.0,0.8512220956675476
4335.0,0.8513212036012798
4340.0,0.8514201946175737
4345.0,0.8515190689869749
4350.0,0.8516178269790968
4355.0,0.851716468862624
4360.0,0.85181499490532
4365.0,0.8519134053740252
4370.0,0.8520117005346677
4375.0,0.8521098806522622
4380.0,0.8522079459909184
4385.0,0.8523058968138422
4390.0,0.8524037333833396
4395.0,0.8525014559608239
4400.0,0.8525990648068169
4405.0,0.8526965601809535
4410.0,0.8527939423419868
4415.0,0.8528912115477896
4420.0,0.8529883680553616
4425.0,0.8530854121208322
4430.0,0.8531823439994617
4435.0,0.8532791639456496
4440.0,0.8533758722129359
4445.0,0.8534724690540045
4450.0,0.8535689547206888
4455.0,0.8536653294639751
4460.0,0.8537615935340046
4465.0,0.8538577471800792
4470.0,0.8539537906506647
4475.0,0.854049724193394
4480.0,0.854145548055071
4485.0,0.854241262481676
4490.0,0.8543368677183656
4495.0,0.85443236400948
4500.0,0.8545277515985443
4505.0,0.8546230307282743
4510.0,0.8547182016405777
4515.0,0.8548132645765585
4520.0,0.8549082197765214
4525.0,0.8550030674799745
4530.0,0.8550978079256337
4535.0,0.855192441351424
4540.0,0.8552869679944859
4545.0,0.8553813880911765
4550.0,0.855475701877074
4555.0,0.8555699095869813
4560.0,0.8556640114549294
4565.0,0.8557580077141784
4570.0,0.8558518985972259
4575.0,0.8559456843358042
4580.0,0.8560393651608891
4585.0,0.856132941302699
4590.0,0.856226412990702
4595.0,0.8563197804536156
4600.0,0.8564130439194115
4605.0,0.8565062036153197
4610.0,0.8565992597678309
4615.0,0.8566922126026979
4620.0,0.8567850623449429
4625.0,0.8568778092188567
4630.0,0.856970453448004
4635.0,0.8570629952552253
4640.0,0.8571554348626425
4645.0,0.8572477724916574
4650.0,0.8573400083629594
4655.0,0.8574321426965268
4660.0,0.8575241757116281
4665.0,0.8576161076268285
4670.0,0.8577079386599902
4675.0,0.8577996690282763
4680.0,0.8578912989481537
4685.0,0.8579828286353961
4690.0,0.8580742583050869
4695.0,0.858165588171623
4700.0,0.8582568184487154
4705.0,0.8583479493493944
4710.0,0.8584389810860129
4715.0,0.8585299138702451
4720.0,0.8586207479130952
4725.0,0.8587114834248957
4730.0,0.8588021206153131
4735.0,0.8588926596933479
4740.0,0.8589831008673405
4745.0,0.8590734443449715
4750.0,0.8591636903332653
4755.0,0.8592538390385944
4760.0,0.8593438906666795
4765.0,0.8594338454225929
4770.0,0.8595237035107632
4775.0,0.8596134651349758
4780.0,0.8597031304983762
4785.0,0.8597926998034735
4790.0,0.8598821732521413
4795.0,0.8599715510456218
4800.0,0.8600608333845292
4805.0,0.8601500204688493
4810.0,0.8602391124979447
4815.0,0.8603281096705566
4820.0,0.8604170121848074
4825.0,0.8605058202382034
4830.0,0.8605945340276366
4835.0,0.8606831537493891
4840.0,0.8607716795991327
4845.0,0.8608601117719337
4850.0,0.8609484504622555
4855.0,0.8610366958639593
4860.0,0.861124848170308
4865.0,0.8612129075739676
4870.0,0.8613008742670121
